"id:ID","uri","uuid","label","name","ordinal","description","data_type","role","core","value_domain","code_list","code_list_uri"
"1547","https://sdtm.d4k.dk/ig/SC/USUBJID","ff781442-fa36-4da8-a1e4-91e022634199","Unique Subject Identifier","USUBJID","3","Identifier used to uniquely identify a subject across all studies for all applications or submissions involving the product.","Char","Identifier","Req","","",""
"1548","https://sdtm.d4k.dk/ig/SC/SCSEQ","a84683cb-f1d1-4db6-a4cb-3207532dd0bf","Sequence Number","SCSEQ","4","Sequence number given to ensure uniqueness of subject records within a domain. May be any valid number.","Num","Identifier","Req","","",""
"1549","https://sdtm.d4k.dk/ig/SC/SCGRPID","8da359a3-b302-4687-8314-35c857340059","Group ID","SCGRPID","5","Used to tie together a block of related records in a single domain for a subject.","Char","Identifier","Perm","","",""
"1550","https://sdtm.d4k.dk/ig/SC/SCSPID","d2ebd00e-6729-4bd5-aaa4-2951f0d2e60e","Sponsor-Defined Identifier","SCSPID","6","Sponsor-defined reference number. May be preprinted on the CRF as an explicit line identifier or defined in the sponsor's operational database.","Char","Identifier","Perm","","",""
"1551","https://sdtm.d4k.dk/ig/SC/SCTESTCD","efc068dd-cb12-4de4-b3ed-7f4c88c351fd","Subject Characteristic Short Name","SCTESTCD","7","Short name of the measurement, test, or examination described in SCTEST. It can be used as a column name when converting a dataset from a vertical to a horizontal format. The value in SCTESTCD cannot be longer than 8 characters, nor can it start with a number (e.g., ""1TEST"" is not valid). SCTESTCD cannot contain characters other than letters, numbers, or underscores. Examples: ""MARISTAT"", ""NATORIG"".","Char","Topic","Req","","C74559","https://ct.d4k.dk/cdisc/dataset/sc/2018-09-28/sdtm/C74559"
"1552","https://sdtm.d4k.dk/ig/SC/SCTEST","156d34da-e4cc-4297-aa34-a152e30ee3c8","Subject Characteristic","SCTEST","8","Verbatim name of the test or examination used to obtain the measurement or finding. The value in SCTEST cannot be longer than 40 characters. Examples: ""Marital Status"", ""National Origin"".","Char","Synonym Qualifier","Req","","C103330","https://ct.d4k.dk/cdisc/dataset/sc/2022-06-24/sdtm/C103330"
"1553","https://sdtm.d4k.dk/ig/SC/SCCAT","2d38157b-4eab-40b8-83ff-6044cece3bd5","Category for Subject Characteristic","SCCAT","9","Used to define a category of related records.","Char","Grouping Qualifier","Perm","","",""
"1554","https://sdtm.d4k.dk/ig/SC/SCSCAT","7b7d351e-5ebb-47ef-ac2e-d09c2096e1f0","Subcategory for Subject Characteristic","SCSCAT","10","A further categorization of the subject characteristic.","Char","Grouping Qualifier","Perm","","",""
"1555","https://sdtm.d4k.dk/ig/SC/SCORRES","bae70bdb-a46c-4ddf-9ed3-064214be9f02","Result or Finding in Original Units","SCORRES","11","Result of the subject characteristic as originally received or collected.","Char","Result Qualifier","Exp","","",""
"1556","https://sdtm.d4k.dk/ig/SC/SCORRESU","0de8dd96-e218-4e7a-a432-22b468cfbaaf","Original Units","SCORRESU","12","Original unit in which the data were collected. The unit for SCORRES.","Char","Variable Qualifier","Perm","","C71620","https://ct.d4k.dk/cdisc/dataset/sc/2012-12-21/sdtm/C71620"
"1557","https://sdtm.d4k.dk/ig/SC/SCSTRESC","9610463a-7494-4657-9256-3e248f79ceda","Character Result/Finding in Std Format","SCSTRESC","13","Contains the result value for all findings copied or derived from SCORRES, in a standard format or standard units. SCSTRESC should store all results or findings in character format; if results are numeric, they should also be stored in numeric format in SCSTRESN. For example, if a test has results ""NONE"", ""NEG"", and ""NEGATIVE"" in SCORRES, and these results effectively have the same meaning, they could be represented in standard format in SCSTRESC as ""NEGATIVE"".","Char","Result Qualifier","Exp","","",""
"1558","https://sdtm.d4k.dk/ig/SC/SCSTRESN","89f60792-8e02-4148-b5d2-d8d764f66967","Numeric Result/Finding in Standard Units","SCSTRESN","14","Used for continuous or numeric results or findings in standard format; copied in numeric format from SCSTRESC. SCSTRESN should store all numeric test results or findings.","Num","Result Qualifier","Perm","","",""
"1559","https://sdtm.d4k.dk/ig/SC/SCSTRESU","c169d51a-89f3-4cef-87f0-7d71546a2d8a","Standard Units","SCSTRESU","15","Standardized unit used for SCSTRESC or SCSTRESN.","Char","Variable Qualifier","Perm","","C71620","https://ct.d4k.dk/cdisc/dataset/sc/2012-12-21/sdtm/C71620"
"1560","https://sdtm.d4k.dk/ig/SC/SCSTAT","7cb2be47-d23d-4328-b495-457769d72862","Completion Status","SCSTAT","16","Used to indicate that the measurement was not done. Should be null if a result exists in SCORRES.","Char","Record Qualifier","Perm","","C66789","https://ct.d4k.dk/cdisc/dataset/sc/2019-09-27/send/C66789"
"1561","https://sdtm.d4k.dk/ig/SC/SCREASND","ac47d3c2-03f5-4517-9cd3-bf64a70a7e75","Reason Not Performed","SCREASND","17","Describes why the observation has no result. Example: ""Subject refused"". Used in conjunction with SCSTAT when value is ""NOT DONE"".","Char","Record Qualifier","Perm","","",""
"1562","https://sdtm.d4k.dk/ig/SC/VISITNUM","76e8d587-6188-48de-855e-7183ebafe1f4","Visit Number","VISITNUM","18","Clinical encounter number. Numeric version of VISIT, used for sorting.","Num","Timing","Perm","","",""
"1563","https://sdtm.d4k.dk/ig/SC/VISIT","45cd4f49-af8e-405f-bf3a-5bb9ec34a5d4","Visit Name","VISIT","19","Protocol-defined description of a clinical encounter. May be used in addition to VISITNUM and/or VISITDY.","Char","Timing","Perm","","",""
"1564","https://sdtm.d4k.dk/ig/SC/VISITDY","5f9ec9ae-b650-40de-8952-e52f3fe85061","Planned Study Day of Visit","VISITDY","20","Planned study day of the visit based upon RFSTDTC in Demographics.","Num","Timing","Perm","","",""
"1565","https://sdtm.d4k.dk/ig/SC/TAETORD","55da788c-4a33-4046-ac08-55e95e3b4b43","Planned Order of Element within Arm","TAETORD","21","Number that gives the planned order of the element within the arm.","Num","Timing","Perm","","",""
"1566","https://sdtm.d4k.dk/ig/SC/EPOCH","997c8482-5c8b-4f1d-a94d-d1f882165211","Epoch","EPOCH","22","Epoch associated with the start date/time at which the assessment was made.","Char","Timing","Perm","","C99079","https://ct.d4k.dk/cdisc/dataset/sc/2019-09-27/sdtm/C99079"
"1567","https://sdtm.d4k.dk/ig/SC/SCDTC","65d52e0f-2b64-43ca-a7b3-9d56ca47f9a0","Date/Time of Collection","SCDTC","23","Collection date and time of the subject characteristic represented in ISO 8601 character format.","Char","Timing","Perm","ISO 8601 datetime or interval","",""
"1568","https://sdtm.d4k.dk/ig/SC/SCDY","2ad5320c-ee2e-49de-bc03-cdfe4ac83834","Study Day of Examination","SCDY","24","Study day of collection, measured as integer days. Algorithm for calculations must be relative to the sponsor-defined RFSTDTC variable in Demographics.","Num","Timing","Perm","","",""
"1569","https://sdtm.d4k.dk/ig/SS/STUDYID","bd501b2b-77b9-485e-b2be-ae4411975792","Study Identifier","STUDYID","1","Unique identifier for a study.","Char","Identifier","Req","","",""
"1570","https://sdtm.d4k.dk/ig/SS/DOMAIN","fb2a4a16-0296-4f1f-bc7e-f5931fdc1c30","Domain Abbreviation","DOMAIN","2","Two-character abbreviation for the domain.","Char","Identifier","Req","","",""
"1571","https://sdtm.d4k.dk/ig/SS/USUBJID","ddb87ae1-0360-433c-8603-98f67492c35e","Unique Subject Identifier","USUBJID","3","Identifier used to uniquely identify a subject across all studies for all applications or submissions involving the product.","Char","Identifier","Req","","",""
"1572","https://sdtm.d4k.dk/ig/SS/SSSEQ","17081ed8-928b-4812-aa74-fb07f4d01039","Sequence Number","SSSEQ","4","Sequence number given to ensure uniqueness of subject records within a domain. May be any valid number.","Num","Identifier","Req","","",""
"1573","https://sdtm.d4k.dk/ig/SS/SSGRPID","2dba767a-28d9-4ab8-b8e9-f68556f53777","Group ID","SSGRPID","5","Used to tie together a block of related records in a single domain for a subject.","Char","Identifier","Perm","","",""
"1574","https://sdtm.d4k.dk/ig/SS/SSSPID","129e9c71-0273-4014-9807-3f3345071a48","Sponsor-Defined Identifier","SSSPID","6","Sponsor-defined reference number. May be preprinted on the CRF as an explicit line identifier or defined in the sponsor's operational database. Example: Line number from the Procedure or Test page.","Char","Identifier","Perm","","",""
"1575","https://sdtm.d4k.dk/ig/SS/SSTESTCD","6416847e-b2df-47ed-a47c-ee2185dbe01e","Status Short Name","SSTESTCD","7","Short name of the status assessment described in SSTEST. It can be used as a column name when converting a dataset from a vertical to a horizontal format. The value in SSTESTCD cannot be longer than 8 characters, nor can it start with a number (e.g., ""1TEST"" is not valid). SSTESTCD cannot contain characters other than letters, numbers, or underscores. Example: ""SURVSTAT"".","Char","Topic","Req","","C124305","https://ct.d4k.dk/cdisc/dataset/sc/2017-06-30/sdtm/C124305"
"1576","https://sdtm.d4k.dk/ig/SS/SSTEST","1cca82c5-e7e8-4a44-884f-3161578d92cf","Status Name","SSTEST","8","Verbatim name of the status assessment used to obtain the finding. The value in SSTEST cannot be longer than 40 characters. Example: ""Survival Status"".","Char","Synonym Qualifier","Req","","C124306","https://ct.d4k.dk/cdisc/dataset/sc/2020-06-26/sdtm/C124306"
"1577","https://sdtm.d4k.dk/ig/SS/SSCAT","dc7a8300-88fc-427f-9b01-3eb65be4d440","Category for Assessment","SSCAT","9","Used to categorize observations across subjects.","Char","Grouping Qualifier","Perm","","",""
"1578","https://sdtm.d4k.dk/ig/SS/SSSCAT","e490686a-7934-4639-8787-d1637295c6dd","Subcategory for Assessment","SSSCAT","10","A further categorization.","Char","Grouping Qualifier","Perm","","",""
"1579","https://sdtm.d4k.dk/ig/SS/SSORRES","b548b0b9-00dc-4719-b93a-a2bebf404c52","Result or Finding Original Result","SSORRES","11","Result of the status assessment finding as originally received or collected.","Char","Result Qualifier","Exp","","",""
"1580","https://sdtm.d4k.dk/ig/SS/SSSTRESC","ce531e7a-e13e-4e51-bab3-dbb95ddf6c8e","Character Result/Finding in Std Format","SSSTRESC","12","Contains the result value for all findings copied or derived from SSORRES, in a standard format.","Char","Result Qualifier","Exp","","C124304","https://ct.d4k.dk/cdisc/dataset/sc/2019-09-27/sdtm/C124304"
"1581","https://sdtm.d4k.dk/ig/SS/SSSTAT","269a11b2-3249-43b6-832a-69f3210e7942","Completion Status","SSSTAT","13","Used to indicate a status assessment was not done. Should be null if a result exists in SSORRES.","Char","Record Qualifier","Perm","","C66789","https://ct.d4k.dk/cdisc/dataset/sc/2019-09-27/send/C66789"
"1582","https://sdtm.d4k.dk/ig/SS/SSREASND","b133cfa1-bcd6-4b44-aa6e-2320e2c9d1a9","Reason Assessment Not Performed","SSREASND","14","Describes why an assessment was not performed. Example: ""Subject refused"". Used in conjunction with SSSTAT when value is ""NOT DONE"".","Char","Record Qualifier","Perm","","",""
"1583","https://sdtm.d4k.dk/ig/SS/SSEVAL","aaedf721-4b9e-403c-82c0-096718c43d06","Evaluator","SSEVAL","15","Role of the person who provided the evaluation. Used only for results that are subjective (e.g., assigned by a person or a group). Should be null for records that contain collected or derived data. Examples: ""CAREGIVER"", ""ADJUDICATION COMMITTEE"", ""FRIEND"".","Char","Record Qualifier","Perm","","C78735","https://ct.d4k.dk/cdisc/dataset/sc/2019-12-20/sdtm/C78735"
"1584","https://sdtm.d4k.dk/ig/SS/VISITNUM","b0d76bcb-1399-40dc-9b2f-35cac3ccb429","Visit Number","VISITNUM","16","Clinical encounter number. Numeric version of VISIT, used for sorting.","Num","Timing","Exp","","",""
"1585","https://sdtm.d4k.dk/ig/SS/VISIT","c0e8b6f7-afda-4d8a-a630-b44b92c8bdd1","Visit Name","VISIT","17","Protocol-defined description of clinical encounter. May be used in addition to VISITNUM and/or VISITDY.","Char","Timing","Perm","","",""
"1586","https://sdtm.d4k.dk/ig/SS/VISITDY","921251c4-b0a1-4d9b-b933-51958a9e4a59","Planned Study Day of Visit","VISITDY","18","Planned study day of the visit based upon RFSTDTC in Demographics.","Num","Timing","Perm","","",""
"1587","https://sdtm.d4k.dk/ig/SS/TAETORD","1bf83eb2-9dbe-4f00-bd1c-fa4dccdc3fbb","Planned Order of Element within Arm","TAETORD","19","Number that gives the planned order of the element within the arm.","Num","Timing","Perm","","",""
"1588","https://sdtm.d4k.dk/ig/SS/EPOCH","9952ca4d-6e35-4407-b3b5-075078e7134c","Epoch","EPOCH","20","Epoch associated with the start date/time of the subject status assessment.","Char","Timing","Perm","","C99079","https://ct.d4k.dk/cdisc/dataset/sc/2019-09-27/sdtm/C99079"
"1589","https://sdtm.d4k.dk/ig/SS/SSDTC","a5ac8640-e05b-4959-a6e6-bdf5a894297f","Date/Time of Assessment","SSDTC","21","Date and time of the subject status assessment represented in ISO 8601 character format.","Char","Timing","Exp","ISO 8601 datetime or interval","",""
"1590","https://sdtm.d4k.dk/ig/SS/SSDY","c1b4afcf-d34e-43e3-bad8-dc5b08c48fcf","Study Day of Assessment","SSDY","22","Study day of the subject status assessment, measured as integer days. Algorithm for calculations must be relative to the sponsor-defined RFSTDTC variable in Demographics.","Num","Timing","Perm","","",""
"1591","https://sdtm.d4k.dk/ig/TR/STUDYID","e9af1129-c886-4e8a-bc96-28784bb5e385","Study Identifier","STUDYID","1","Unique identifier for a study.","Char","Identifier","Req","","",""
"1592","https://sdtm.d4k.dk/ig/TR/DOMAIN","b21b33b8-b0b0-4c17-80a6-57e7dfbe3b5a","Domain Abbreviation","DOMAIN","2","Two-character abbreviation for the domain.","Char","Identifier","Req","","",""
"1593","https://sdtm.d4k.dk/ig/TR/USUBJID","20ed8e8f-d10a-4c7f-9746-cdbe0567e4ac","Unique Subject Identifier","USUBJID","3","Identifier used to uniquely identify a subject across all studies for all applications or submissions involving the product.","Char","Identifier","Req","","",""
"1594","https://sdtm.d4k.dk/ig/TR/TRSEQ","eae688c6-333c-40e0-a3d0-aa9e7cbc5347","Sequence Number","TRSEQ","4","Sequence number given to ensure uniqueness within a dataset for a subject. May be any valid number.","Num","Identifier","Req","","",""
"1595","https://sdtm.d4k.dk/ig/TR/TRGRPID","49748ee9-9f80-4e38-9dc2-711558f4aad8","Group ID","TRGRPID","5","Used to link together a block of related records within a subject in a domain.","Char","Identifier","Perm","","",""
"1596","https://sdtm.d4k.dk/ig/TR/TRREFID","a29f9f4b-baef-4513-89a2-92de406920fd","Reference ID","TRREFID","6","Internal or external identifier.","Char","Identifier","Perm","","",""
"1597","https://sdtm.d4k.dk/ig/TR/TRSPID","28d5c477-c728-4003-8d91-07994dfafa9c","Sponsor-Defined Identifier","TRSPID","7","Sponsor-defined identifier.","Char","Identifier","Perm","","",""
"1598","https://sdtm.d4k.dk/ig/TR/TRLNKID","1738ad93-b581-4c84-bb97-034df12aad9a","Link ID","TRLNKID","8","Identifier used to link the assessment result records to the individual tumor/lesion identification record in TU domain.","Char","Identifier","Exp","","",""
"1599","https://sdtm.d4k.dk/ig/TR/TRLNKGRP","e113803c-dcef-4943-9f30-530a15281813","Link Group","TRLNKGRP","9","Used to group and link all of the measurement/assessment records used in the assessment of the response record in the RS domain.","Char","Identifier","Perm","","",""
"1600","https://sdtm.d4k.dk/ig/TR/TRTESTCD","a3149043-4855-49c0-91cd-49ab6163ef4c","Tumor/Lesion Assessment Short Name","TRTESTCD","10","Short name of the TEST in TRTEST. TRTESTCD cannot contain characters other than letters, numbers, or underscores. Examples: ""TUMSTATE"", ""DIAMETER"", ""LESSCIND"", ""LESRVIND"". See assumption 3.","Char","Topic","Req","","C96779","https://ct.d4k.dk/cdisc/dataset/sc/2021-09-24/sdtm/C96779"
"1601","https://sdtm.d4k.dk/ig/TR/TRTEST","6e0757ee-39ea-42a4-a04a-af4dd3487f2e","Tumor/Lesion Assessment Test Name","TRTEST","11","Verbatim name of the test or examination used to obtain the measurement or finding. The value in TRTEST cannot be longer than 40 characters. Examples: ""Tumor State"", ""Diameter"", ""Volume"", ""Lesion Success Indicator"", ""Lesion Revascularization Indicator"". See assumption 3.","Char","Synonym Qualifier","Req","","C96778","https://ct.d4k.dk/cdisc/dataset/sc/2020-09-25/sdtm/C96778"
"1602","https://sdtm.d4k.dk/ig/TR/TRORRES","ff978b28-fced-470c-8d23-f622d708a351","Result or Finding in Original Units","TRORRES","12","Result of the tumor/lesion measurement/assessment as originally received or collected.","Char","Result Qualifier","Exp","","",""
"1603","https://sdtm.d4k.dk/ig/TR/TRORRESU","4f3045b0-cede-4d56-8dc7-c622563f2b90","Original Units","TRORRESU","13","Original units in which the data were collected. The unit for TRORRES. Example: ""mm"".","Char","Variable Qualifier","Exp","","C71620","https://ct.d4k.dk/cdisc/dataset/sc/2012-12-21/sdtm/C71620"
"1604","https://sdtm.d4k.dk/ig/TR/TRSTRESC","cc4d124a-ff79-4962-b394-82f053f089ba","Character Result/Finding in Std Format","TRSTRESC","14","Contains the result value for all findings copied or derived from TRORRES, in a standard format or standard units. TRSTRESC should store all results or findings in character format; if results are numeric, they should also be stored in numeric format in TRSTRESN.","Char","Result Qualifier","Exp","","C124309","https://ct.d4k.dk/cdisc/dataset/sc/2019-06-28/sdtm/C124309"
"1605","https://sdtm.d4k.dk/ig/TR/TRSTRESN","64a3f79b-874a-4edb-87ac-6d539c3d7926","Numeric Result/Finding in Standard Units","TRSTRESN","15","Used for continuous or numeric results or findings in standard format; copied in numeric format from TRSTRESC. TRSTRESN should store all numeric test results or findings.","Num","Result Qualifier","Exp","","",""
"1606","https://sdtm.d4k.dk/ig/TR/TRSTRESU","bdcc6bd2-84cc-409b-a808-18b32843bdfc","Standard Units","TRSTRESU","16","Standardized unit used for TRSTRESN.","Char","Variable Qualifier","Exp","","C71620","https://ct.d4k.dk/cdisc/dataset/sc/2012-12-21/sdtm/C71620"
"1607","https://sdtm.d4k.dk/ig/TR/TRSTAT","16e90e26-f162-4613-ae38-51e8ab4c2a36","Completion Status","TRSTAT","17","Used to indicate a scan/image/physical exam was not performed or a tumor/lesion measurement was not taken. Should be null if a result exists in TRORRES.","Char","Record Qualifier","Perm","","C66789","https://ct.d4k.dk/cdisc/dataset/sc/2019-09-27/send/C66789"
"1608","https://sdtm.d4k.dk/ig/TR/TRREASND","ab67ba16-7051-4bc3-961d-63be1fb415b2","Reason Not Done","TRREASND","18","Describes why a scan/image/physical exam was not performed or a tumor/lesion measurement was not taken. Examples: ""SCAN NOT PERFORMED"", ""NOT ASSESSABLE: IMAGE OBSCURED TUMOR"". Used in conjunction with TRSTAT when value is ""NOT DONE"".","Char","Record Qualifier","Perm","","",""
"1609","https://sdtm.d4k.dk/ig/TR/TRNAM","900aac30-6ee0-46b6-82e5-547fc2e60d98","Laboratory/Vendor Name","TRNAM","19","The name or identifier of the vendor that performed the tumor/lesion measurement or assessment. This column can be left null when the investigator provides the complete set of data in the domain.","Char","Record Qualifier","Perm","","",""
"1610","https://sdtm.d4k.dk/ig/TR/TRMETHOD","e82f7540-5559-4d38-82c4-b12a5c96073f","Method Used to Identify the Tumor/Lesion","TRMETHOD","20","Method used to measure the tumor/lesion/location of interest. Examples: ""MRI"", ""CT SCAN"", ""PET SCAN"", ""Coronary angiography"".","Char","Record Qualifier","Exp","","C85492","https://ct.d4k.dk/cdisc/dataset/sc/2018-03-30/sdtm/C85492"
"1611","https://sdtm.d4k.dk/ig/TR/TRLOBXFL","2e1833df-1639-46cf-bb82-253f5235e822","Last Observation Before Exposure Flag","TRLOBXFL","21","Operationally-derived indicator used to identify the last non-missing value prior to RFXSTDTC. Should be ""Y"" or null.","Char","Record Qualifier","Exp","","C66742","https://ct.d4k.dk/cdisc/dataset/sc/2013-10-04/send/C66742"
"1612","https://sdtm.d4k.dk/ig/TR/TRBLFL","2b22056a-c02f-4bf8-9c95-9b9c55a165bf","Baseline Flag","TRBLFL","22","Indicator used to identify a baseline value. Should be ""Y"" or null. Note that TRBLFL is retained for backward compatibility. The authoritative baseline flag for statistical analysis is in an ADaM dataset.","Char","Record Qualifier","Perm","","C66742","https://ct.d4k.dk/cdisc/dataset/sc/2013-10-04/send/C66742"
"1613","https://sdtm.d4k.dk/ig/TR/TREVAL","2e74fde7-bf84-4d4c-8cea-a6d929f71f6b","Evaluator","TREVAL","23","Role of the person who provided the evaluation. Used only for results that are subjective (e.g., assigned by a person or a group). Examples: ""ADJUDICATION COMMITTEE"", ""INDEPENDENT ASSESSOR"".","Char","Record Qualifier","Exp","","C78735","https://ct.d4k.dk/cdisc/dataset/sc/2019-12-20/sdtm/C78735"
"1614","https://sdtm.d4k.dk/ig/TR/TREVALID","009d3d91-50d2-40d0-a6e1-dff07eb5ffed","Evaluator Identifier","TREVALID","24","Used to distinguish multiple evaluators with the same role recorded in TREVAL. Examples: ""RADIOLOGIST1"", ""RADIOLOGIST2"". See assumption 6.","Char","Variable Qualifier","Perm","","C96777","https://ct.d4k.dk/cdisc/dataset/sc/2020-11-06/sdtm/C96777"
"1615","https://sdtm.d4k.dk/ig/TR/TRACPTFL","e485806f-32f1-4898-a478-1f0b53a83b30","Accepted Record Flag","TRACPTFL","25","In cases where more than 1 independent assessor (e.g., ""RADIOLOGIST 1"", ""RADIOLOGIST 2"", ""ADJUDICATION COMMITTEE"") provide independent assessments at the same time point, this flag identifies the record that is considered to be the accepted assessment.","Char","Record Qualifier","Perm","","C66742","https://ct.d4k.dk/cdisc/dataset/sc/2013-10-04/send/C66742"
"1616","https://sdtm.d4k.dk/ig/TR/VISITNUM","e3dd1b84-30b6-431c-a5c5-4dec757721c3","Visit Number","VISITNUM","26","Clinical encounter number. Numeric version of VISIT, used for sorting.","Num","Timing","Exp","","",""
"1617","https://sdtm.d4k.dk/ig/TR/VISIT","86272974-b5f8-473f-ae41-2555fde02c95","Visit Name","VISIT","27","Protocol-defined description of a clinical encounter.","Char","Timing","Perm","","",""
"1618","https://sdtm.d4k.dk/ig/TR/VISITDY","89a32d0f-25ae-4e46-812a-e3fa32108414","Planned Study Day of Visit","VISITDY","28","Planned study day of the visit based upon RFSTDTC in Demographics.","Num","Timing","Perm","","",""
"1619","https://sdtm.d4k.dk/ig/TR/TAETORD","76767b1e-8f6c-48e5-813b-b20c03d5fa08","Planned Order of Element within Arm","TAETORD","29","Epoch associated with the date/time at which the assessment was made.","Num","Timing","Perm","","",""
"1620","https://sdtm.d4k.dk/ig/TR/EPOCH","5795eced-0406-4616-9a65-976a0d3ce813","Epoch","EPOCH","30","Epoch associated with the element in the planned sequence of elements for the arm to which the subject was assigned.","Char","Timing","Perm","","C99079","https://ct.d4k.dk/cdisc/dataset/sc/2019-09-27/sdtm/C99079"
"1621","https://sdtm.d4k.dk/ig/TR/TRDTC","753717fd-41f6-4fe0-b249-559d452bb0b3","Date/Time of Tumor/Lesion Measurement","TRDTC","31","The date of the scan/image/physical exam. TRDTC does not represent the date that the image was read to identify tumors/lesions. TRDTC also does not represent the VISIT date.","Char","Timing","Exp","ISO 8601 datetime or interval","",""
"1622","https://sdtm.d4k.dk/ig/TR/TRDY","47c7d62f-4933-40cf-8edc-e7908859d747","Study Day of Tumor/Lesion Measurement","TRDY","32","Study day of the scan/image/physical exam, measured as integer days. Algorithm for calculations must be relative to the sponsor-defined RFSTDTC variable in Demographics.","Num","Timing","Perm","","",""
"1623","https://sdtm.d4k.dk/ig/TU/STUDYID","915a27aa-af9c-4c56-8379-39ea432c196a","Study Identifier","STUDYID","1","Unique identifier for a study.","Char","Identifier","Req","","",""
"1624","https://sdtm.d4k.dk/ig/TU/DOMAIN","ba448495-6f3f-43ac-bef5-2731a3c66a34","Domain Abbreviation","DOMAIN","2","Two-character abbreviation for the domain.","Char","Identifier","Req","","",""
"1625","https://sdtm.d4k.dk/ig/TU/USUBJID","d937bb8f-44dc-426a-bfec-ef0b4ae132d0","Unique Subject Identifier","USUBJID","3","Identifier used to uniquely identify a subject across all studies for all applications or submissions involving the product.","Char","Identifier","Req","","",""
"1626","https://sdtm.d4k.dk/ig/TU/TUSEQ","fec7648d-9946-46ac-811a-ec9ab2c2f2ed","Sequence Number","TUSEQ","4","Sequence number given to ensure uniqueness within a dataset for a subject. May be any valid number.","Num","Identifier","Req","","",""
"1627","https://sdtm.d4k.dk/ig/TU/TUGRPID","deb34cc8-e518-4802-a57d-1733d226338a","Group ID","TUGRPID","5","Used to link together a block of related records within a subject in a domain. Can be used to group split or merged tumors/lesions which have been identified.","Char","Identifier","Perm","","",""
"1628","https://sdtm.d4k.dk/ig/TU/TUREFID","c279f46b-c486-4c6b-9015-b7dbe0c3c3ce","Reference ID","TUREFID","6","Internal or external identifier (e.g., medical image ID number).","Char","Identifier","Perm","","",""
"1629","https://sdtm.d4k.dk/ig/TU/TUSPID","8f73cbf8-9626-4eec-b02a-22d4510f1b39","Sponsor-Defined Identifier","TUSPID","7","Sponsor-defined identifier.","Char","Identifier","Perm","","",""
"1630","https://sdtm.d4k.dk/ig/TU/TULNKID","3331c7c6-069b-4614-b0cb-2678d451f855","Link ID","TULNKID","8","Identifier used to link identified tumor/lesion/location of interest to the assessment results (in TR domain) over the course of the study.","Char","Identifier","Exp","","",""
"1631","https://sdtm.d4k.dk/ig/TU/TULNKGRP","68872350-eb8e-496b-9ebd-3a8bb18d064e","Link Group ID","TULNKGRP","9","Identifier used to link related records across domains. This will usually be a many-to-one relationship.","Char","Identifier","Perm","","",""
"1632","https://sdtm.d4k.dk/ig/TU/TUTESTCD","f04f0bd4-7a3d-4bf4-ac0e-93d2cc1f687d","Tumor/Lesion ID Short Name","TUTESTCD","10","Short name of the TEST in TUTEST. TUTESTCD cannot be longer than 8 characters nor can start with a number. TUTESTCD cannot contain characters other than letters, numbers, or underscores. Example: ""TUMIDENT"". See assumption 3.","Char","Topic","Req","","C96784","https://ct.d4k.dk/cdisc/dataset/sc/2016-06-24/sdtm/C96784"
"1633","https://sdtm.d4k.dk/ig/TU/TUTEST","e0ca3901-4a45-4578-88a5-0eb7d33a19aa","Tumor/Lesion ID Test Name","TUTEST","11","Verbatim name of the test for the tumor/lesion identification. The value in TUTEST cannot be longer than 40 characters. Example: ""Tumor identification"". See assumption 3.","Char","Synonym Qualifier","Req","","C96783","https://ct.d4k.dk/cdisc/dataset/sc/2016-09-30/sdtm/C96783"
"1634","https://sdtm.d4k.dk/ig/TU/TUORRES","5569ee31-66b7-4bb6-80bb-2fca84c81141","Tumor/Lesion ID Result","TUORRES","12","Result of the tumor/lesion identification. The result of tumor/lesion identification is a classification of the identified tumor/lesion. Example: When TUTESTCD = ""TUMIDENT"", values of TUORRES might be ""TARGET"", ""NON-TARGET"", ""NEW"", or ""BENIGN ABNORMALITY"".","Char","Result Qualifier","Exp","","",""
"1635","https://sdtm.d4k.dk/ig/TU/TUSTRESC","57cc72dc-9461-48eb-bacc-d04f2367cba8","Tumor/Lesion ID Result Std. Format","TUSTRESC","13","Contains the result value for all findings copied or derived from TUORRES in a standard format.","Char","Result Qualifier","Exp","","C123650","https://ct.d4k.dk/cdisc/dataset/sc/2016-06-24/sdtm/C123650"
"1636","https://sdtm.d4k.dk/ig/TU/TUNAM","4a5b2cf6-e4f7-4a24-9e9b-4a95a5d98716","Laboratory/Vendor Name","TUNAM","14","The name or identifier of the vendor that performed the tumor/lesion Identification. This column can be left null when the investigator provides the complete set of data in the domain.","Char","Record Qualifier","Perm","","",""
"1637","https://sdtm.d4k.dk/ig/TU/TULOC","9e5597f8-1ec5-41ae-b828-3d1610bc884f","Location of the Tumor/Lesion","TULOC","15","Used to specify the anatomical location of the identified tumor/lesion (e.g., ""LIVER""). \n Note: When anatomical location is broken down and collected as distinct pieces of data that when combined provide the overall location information (e.g., laterality/directionality/distribution), then additional anatomical location qualifiers should be used. See assumption 3.","Char","Record Qualifier","Exp","","C74456","https://ct.d4k.dk/cdisc/dataset/sc/2022-03-25/sdtm/C74456"
